,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
646,688,4,3,60.0,8089,1,1,3,1,0,4,0,22,2,2,0,2,8,6,2007,2007,1,1,7,8,1,0.0,2,3,2,2,4,0,2,945,6,0,474,1419,1,0,1,4,1419,0,0,1419,1,0,2,0,2,1,2,7,6,1,2,1,2007.0,1,2,567,4,4,2,140,0,0,0,0,0,3,4,1,0,10,2007,6,5,392000
647,689,0,3,61.0,7577,1,1,0,3,0,0,0,16,2,2,4,2,6,5,2005,2006,1,1,11,13,3,256.0,2,3,2,2,4,0,0,20,6,0,1342,1362,1,0,1,4,1362,0,0,1362,0,0,2,0,2,1,2,6,6,1,2,1,2005.0,1,2,460,4,4,2,192,28,0,0,0,0,3,4,1,0,6,2007,8,4,194700
648,690,0,4,0.0,4426,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,11,13,1,147.0,2,3,2,2,4,1,2,697,6,0,151,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,1,5,1,2004.0,1,2,420,4,4,2,149,0,0,0,0,0,3,4,1,0,8,2008,8,4,141000
649,691,9,3,104.0,21535,1,1,0,3,0,0,0,15,2,2,0,5,10,6,1994,1995,1,7,5,6,1,1170.0,0,3,2,0,4,1,2,1455,6,0,989,2444,1,0,1,4,2444,1872,0,4316,0,1,3,1,4,1,0,10,6,2,0,1,1994.0,0,3,832,4,4,2,382,50,0,0,0,0,3,4,1,0,4,2007,8,4,755000
650,692,9,3,42.0,26178,1,1,0,3,0,4,1,23,2,2,0,5,7,5,1989,1990,3,1,7,8,1,293.0,2,3,2,2,4,1,2,965,6,0,245,1210,1,0,1,4,1238,1281,0,2519,1,0,2,1,4,1,2,9,6,2,2,1,1989.0,1,2,628,4,4,2,320,27,0,0,0,0,3,4,1,0,0,2006,8,4,335000
651,693,5,3,60.0,5400,1,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,7,8,2,0.0,3,3,0,4,4,3,6,0,6,0,1073,1073,1,0,1,4,1073,0,0,1073,0,0,1,0,2,1,3,4,6,0,3,5,1968.0,2,1,326,4,4,2,0,0,112,0,0,0,3,4,1,0,2,2006,8,0,108480
652,694,8,4,51.0,6120,1,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,1,12,14,2,0.0,3,1,0,4,4,3,6,0,6,0,927,927,1,4,1,4,1067,472,0,1539,0,0,1,1,3,1,3,5,6,0,3,5,1995.0,2,2,576,4,4,2,112,0,0,0,0,0,3,2,1,0,0,2009,8,4,141500
653,695,4,3,54.0,13811,1,1,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,5,6,1,72.0,3,3,1,2,1,3,2,980,3,40,92,1112,1,2,1,4,1137,0,0,1137,1,0,2,0,2,1,2,5,6,1,5,1,1987.0,2,2,551,4,4,2,125,0,0,0,0,0,3,4,1,0,5,2006,8,4,176000
654,696,5,4,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,12,15,2,0.0,3,3,1,4,4,3,3,616,6,0,0,616,1,2,1,4,616,0,0,616,0,0,1,0,2,1,3,4,6,0,3,5,1921.0,2,1,205,4,4,2,0,0,129,0,0,0,3,4,1,0,6,2006,8,4,89000
655,697,4,3,57.0,6420,1,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,12,14,2,0.0,3,3,2,0,1,2,3,210,0,551,219,980,1,1,1,0,1148,0,0,1148,0,1,1,0,2,1,3,6,6,0,3,5,1952.0,2,1,308,4,4,2,0,0,0,0,0,0,3,4,1,0,11,2006,8,4,123500
656,698,4,3,65.0,8450,1,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,7,8,2,0.0,3,2,1,4,4,3,2,553,1,117,224,894,1,0,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,5,1973.0,2,1,336,4,4,2,416,144,0,0,0,0,3,2,1,0,0,2010,8,4,138500
657,699,0,1,59.0,4282,1,2,1,3,0,4,0,21,2,2,4,2,7,5,2004,2004,1,1,7,8,2,0.0,2,3,2,2,4,2,2,16,6,0,1375,1391,1,0,1,4,1391,0,0,1391,0,0,2,0,2,1,2,5,6,0,3,1,2004.0,1,2,530,4,4,2,156,158,0,0,0,0,3,4,1,0,5,2008,8,4,196000
658,700,4,3,85.0,14331,1,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2002,3,1,11,13,1,630.0,2,3,2,0,4,1,2,1274,6,0,526,1800,1,0,1,4,1800,0,0,1800,1,0,2,0,3,1,2,7,6,1,2,1,2002.0,0,3,765,4,4,2,270,78,0,0,0,0,3,4,1,0,8,2006,8,4,312500
659,701,4,3,80.0,9600,1,1,3,3,0,4,0,14,2,2,0,2,7,5,1969,1969,3,1,5,6,1,168.0,3,3,1,4,4,3,6,0,6,0,1164,1164,1,4,1,4,1164,0,0,1164,0,0,1,1,3,1,3,6,6,0,3,1,1969.0,2,2,528,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2006,0,4,140000
660,702,9,3,82.0,12438,1,1,0,3,0,4,0,22,2,2,0,5,8,5,2006,2006,3,1,11,13,1,466.0,0,3,2,0,1,3,6,0,6,0,1234,1234,1,0,1,4,1264,1312,0,2576,0,0,2,1,4,1,0,10,6,1,2,3,2006.0,0,3,666,4,4,2,324,100,0,0,0,0,3,4,1,0,5,2006,6,5,361919
661,703,3,4,76.0,7630,1,1,3,3,0,4,0,17,1,2,1,5,5,9,1900,1996,1,1,12,14,2,0.0,3,2,0,2,4,3,6,0,6,0,360,360,1,2,1,4,1032,780,0,1812,0,0,2,0,4,2,2,8,6,1,4,5,1999.0,2,2,672,4,4,0,344,0,40,0,0,0,3,2,1,0,8,2010,8,4,140000
662,704,4,3,70.0,8400,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,11,13,1,109.0,2,3,2,2,4,0,2,712,6,0,761,1473,1,0,1,4,1484,0,0,1484,1,0,2,0,3,1,2,7,6,0,3,1,2004.0,1,2,606,4,4,2,0,35,0,144,0,0,3,4,1,0,8,2010,8,4,213000
663,706,4,3,0.0,115149,1,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,1,8,10,3,351.0,3,3,1,2,4,1,2,1219,6,0,424,1643,1,4,1,4,1824,0,0,1824,1,0,2,0,2,1,2,5,6,2,5,1,1971.0,2,2,739,4,4,2,380,48,0,0,0,0,3,4,1,0,6,2007,8,4,302000
664,707,0,3,48.0,6240,1,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,1,7,8,1,176.0,2,3,2,2,4,3,2,863,6,0,461,1324,1,0,1,4,1324,0,0,1324,1,0,2,0,2,1,2,6,6,1,2,1,2006.0,0,2,550,4,4,2,192,38,0,0,0,0,3,4,1,0,2,2009,8,4,254000
665,708,9,3,65.0,9018,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,11,13,2,0.0,2,3,2,2,4,0,6,0,6,0,728,728,1,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2007.0,0,2,400,4,4,2,100,24,0,0,0,0,3,4,1,0,5,2007,6,5,179540
666,709,4,3,0.0,7162,1,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,5,6,0,41.0,3,3,2,4,4,3,6,0,6,0,876,876,1,4,1,4,904,0,0,904,0,0,1,0,3,1,3,6,6,0,3,1,1966.0,2,1,408,4,4,2,0,0,0,0,0,0,3,2,1,0,2,2008,8,0,109900
667,711,8,0,66.0,8712,1,2,3,1,0,4,1,9,2,2,0,0,4,7,1900,1950,1,1,7,8,2,0.0,3,3,4,4,4,2,6,0,6,0,859,859,1,2,1,4,859,319,0,1178,0,0,1,0,2,1,3,7,6,0,3,5,1964.0,1,1,384,4,4,0,68,0,98,0,0,0,3,4,1,0,4,2010,8,0,102776
668,712,0,3,40.0,4671,1,1,0,1,0,4,0,22,2,2,4,2,8,5,1988,1989,1,1,5,6,2,0.0,2,3,2,2,4,2,2,767,6,0,461,1228,1,2,1,4,1228,0,0,1228,1,0,2,0,2,1,2,5,6,1,2,1,1988.0,0,2,472,4,4,2,168,120,0,0,0,0,3,4,1,0,10,2008,8,4,189000
669,713,3,3,60.0,9873,1,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,5,6,1,160.0,3,3,1,4,4,0,0,789,6,0,171,960,2,4,0,4,960,0,0,960,1,0,1,0,3,1,3,6,6,0,3,5,1970.0,2,2,576,4,4,2,0,288,0,0,0,0,3,4,1,0,8,2006,8,4,129000
670,714,9,3,0.0,13517,1,1,0,3,0,1,0,19,5,2,0,5,6,8,1976,2005,1,1,5,10,1,289.0,2,3,1,4,4,3,2,533,6,0,192,725,1,0,1,4,725,754,0,1479,0,0,2,1,3,1,2,6,6,0,3,1,1976.0,1,2,475,4,4,2,0,44,0,0,0,0,3,4,1,0,7,2010,8,4,130500
671,715,4,3,78.0,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,5,1974,1974,3,1,5,6,1,174.0,3,3,1,2,4,3,6,0,6,0,1064,1064,1,4,1,4,1350,0,0,1350,0,0,2,0,3,1,3,7,6,1,5,1,1974.0,1,2,478,4,4,2,0,0,0,0,0,0,3,2,1,0,1,2009,8,4,165000
672,716,10,4,60.0,10800,1,0,3,0,0,4,0,17,2,2,0,5,7,8,1890,1998,1,1,12,13,2,0.0,3,2,0,4,4,3,6,0,6,0,718,718,1,0,1,4,1576,978,0,2554,0,0,1,1,3,1,3,8,6,0,3,5,1996.0,2,2,704,4,4,1,0,48,143,0,0,0,3,4,1,0,5,2007,8,4,159500
673,717,4,3,80.0,10000,1,1,3,3,0,4,0,14,2,2,0,2,5,6,1973,2000,1,1,5,6,2,0.0,3,3,1,2,4,3,1,1084,6,0,92,1176,1,2,1,4,1178,0,0,1178,0,1,1,1,3,1,2,5,6,1,1,1,1973.0,2,2,439,4,4,2,224,0,0,0,0,0,3,2,1,0,9,2008,8,4,157000
674,718,9,3,96.0,10542,1,1,3,3,0,4,0,15,2,2,0,5,7,5,1993,1994,3,1,12,7,1,651.0,2,3,2,2,4,1,2,1173,6,0,138,1311,1,0,1,4,1325,1093,0,2418,1,0,2,1,3,1,2,9,6,1,5,1,1993.0,1,3,983,4,4,2,250,154,216,0,0,0,3,4,1,0,1,2008,8,4,341000
675,719,4,3,69.0,9920,1,1,0,3,0,4,0,5,2,2,0,2,5,6,1969,1969,1,1,5,10,2,0.0,3,3,1,2,4,1,0,523,6,0,448,971,1,4,1,4,971,0,0,971,0,0,1,1,3,1,3,5,6,1,4,1,1969.0,2,1,300,4,4,2,0,0,0,0,0,0,3,4,1,0,8,2006,8,4,128500
676,720,0,3,0.0,6563,1,1,0,2,0,1,1,22,2,2,0,2,8,5,1985,1985,1,1,5,6,2,0.0,2,3,2,2,4,1,2,1148,6,0,594,1742,1,4,1,4,1742,0,0,1742,1,0,2,0,2,1,2,5,6,1,5,1,1985.0,1,2,564,4,4,2,114,28,234,0,0,0,3,4,1,0,2,2006,8,4,275000
677,721,0,4,0.0,4426,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,11,13,1,169.0,2,3,2,2,4,0,2,662,6,0,186,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,3,6,0,3,1,2004.0,1,2,420,4,4,2,160,0,0,0,0,0,3,4,1,0,8,2010,8,4,143000
678,722,4,3,70.0,8120,1,1,3,3,0,4,0,12,2,2,0,2,4,7,1970,1970,1,1,7,8,2,0.0,3,2,1,4,4,3,0,191,6,0,673,864,1,0,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,3,5,1994.0,2,2,463,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2009,8,4,124500
679,723,8,3,60.0,8172,1,1,3,3,0,4,0,7,2,2,0,0,4,6,1954,1972,1,1,7,8,2,0.0,3,3,2,4,4,3,6,0,6,0,941,941,1,0,1,4,997,473,0,1470,0,0,2,0,4,1,3,7,6,0,3,5,1958.0,2,1,548,4,4,2,0,0,0,0,156,0,3,4,1,0,8,2008,8,4,135000
680,724,4,3,86.0,13286,1,1,0,3,0,4,0,7,2,2,0,2,9,5,2007,2008,3,1,4,5,3,340.0,0,3,2,0,4,3,2,1234,6,0,464,1698,1,0,1,4,1698,0,0,1698,1,0,2,0,3,1,0,8,6,1,2,1,2007.0,0,3,768,4,4,2,327,64,0,0,0,0,3,4,1,0,3,2009,8,4,320000
681,725,4,3,60.0,6960,1,1,3,3,0,4,0,12,2,2,0,2,4,6,1970,1970,1,1,5,10,2,0.0,3,3,1,4,4,3,0,375,1,239,250,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,2,5,6,0,3,5,1989.0,2,2,660,4,4,2,96,0,0,0,0,0,3,4,3,500,9,2009,8,4,120500
682,726,4,3,0.0,21695,1,1,0,3,0,0,0,6,2,2,0,2,6,9,1988,2007,3,1,12,10,1,260.0,2,2,1,2,4,3,2,808,6,0,72,880,1,0,1,4,1680,0,0,1680,1,0,2,0,3,1,2,5,6,1,2,1,1988.0,0,2,540,4,4,2,292,44,0,182,0,0,3,4,1,0,2,2009,8,4,222000
683,727,4,3,64.0,7314,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,11,13,3,82.0,2,3,2,2,4,0,2,724,6,0,508,1232,1,0,1,4,1232,0,0,1232,1,0,2,0,2,1,2,6,6,0,3,1,2007.0,1,2,632,4,4,2,132,0,0,0,0,0,3,4,1,0,3,2009,8,4,194500
684,728,14,3,85.0,11475,1,1,3,3,0,0,0,12,2,2,2,2,5,5,1958,1958,1,1,11,13,1,95.0,3,3,1,4,4,3,6,0,6,0,1584,1584,1,4,1,4,1776,0,0,1776,1,0,2,0,4,2,3,9,6,0,3,5,1968.0,2,3,888,4,4,2,0,25,0,0,0,0,3,4,1,0,5,2009,0,0,110000
685,729,5,4,52.0,6240,1,0,3,3,0,4,0,9,2,2,0,0,4,5,1925,1950,1,1,7,8,2,0.0,3,3,1,4,4,3,1,152,6,0,628,780,1,4,1,0,848,0,360,1208,0,0,1,0,2,1,3,5,6,0,3,5,1962.0,2,2,539,4,4,2,0,23,112,0,0,0,3,4,1,0,4,2009,8,4,103000
686,730,0,3,39.0,5389,1,1,0,3,0,4,0,22,2,2,4,2,8,5,1995,1996,1,1,4,5,2,0.0,2,3,2,2,4,3,2,1180,6,0,415,1595,1,0,1,4,1616,0,0,1616,1,0,2,0,2,1,2,5,6,1,5,1,1995.0,1,2,608,4,4,2,237,152,0,0,0,0,3,4,1,0,7,2010,8,4,236500
687,731,12,3,73.0,9590,1,1,0,3,0,0,0,23,2,2,0,7,7,5,2003,2003,1,1,11,13,1,442.0,2,3,2,0,4,0,2,786,6,0,82,868,1,0,1,4,1146,0,0,1146,1,0,2,0,3,1,2,6,6,1,2,1,2003.0,0,2,438,4,4,2,160,22,0,0,0,0,3,4,1,0,8,2007,8,4,187500
688,732,9,3,75.0,11404,1,1,0,3,0,4,0,5,2,2,0,5,7,5,1998,1999,1,1,11,13,1,202.0,2,3,2,2,4,0,0,252,6,0,901,1153,1,0,1,4,1153,878,0,2031,0,0,2,1,3,1,2,8,6,1,5,1,1998.0,0,2,541,4,4,2,192,84,0,0,0,0,3,4,1,0,5,2008,8,4,222500
689,733,4,3,80.0,10000,1,1,3,3,0,0,0,19,1,2,0,2,5,6,1961,1983,3,1,5,6,2,0.0,3,3,1,4,4,3,1,594,6,0,270,864,1,0,1,4,1144,0,0,1144,1,0,1,0,3,1,3,6,6,1,5,1,1961.0,1,1,264,4,4,2,165,0,0,0,0,0,3,1,3,400,7,2009,8,4,131400
690,734,4,3,0.0,8978,1,1,0,3,0,0,0,19,2,2,0,2,5,5,1968,1968,1,1,8,10,2,0.0,3,3,2,4,4,3,6,0,6,0,948,948,1,4,1,4,948,0,0,948,0,0,1,0,3,1,3,6,6,0,3,1,1968.0,2,1,300,4,4,2,147,0,0,0,0,0,3,4,1,0,8,2007,8,3,108000
691,735,11,4,60.0,10800,1,1,3,3,0,4,0,17,2,2,0,4,7,7,1914,1970,1,1,12,14,2,0.0,3,3,0,2,4,2,5,390,6,0,490,880,2,1,0,4,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,5,5,1914.0,2,2,320,4,4,0,0,341,0,0,0,0,3,4,1,0,10,2006,8,4,163000
692,736,14,3,60.0,8544,1,1,3,3,0,4,0,12,2,2,2,2,3,4,1950,1950,1,1,10,11,2,0.0,3,3,1,3,2,3,4,0,4,0,0,0,1,2,0,1,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,3,5,1949.0,2,2,400,4,4,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,4,93500
693,737,9,3,72.0,10463,1,1,0,1,0,1,0,8,2,2,0,5,8,5,2005,2005,1,1,11,13,2,0.0,2,3,2,2,4,3,6,0,6,0,893,893,1,0,1,4,901,900,0,1801,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,3,800,4,4,2,0,116,0,0,0,0,3,4,1,0,6,2006,8,4,239900
694,739,9,3,65.0,9313,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,1,11,13,2,0.0,2,3,2,2,4,3,6,0,6,0,864,864,1,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,3,1,2004.0,1,2,572,4,4,2,187,56,0,0,0,0,3,4,1,0,0,2009,8,4,190000
695,740,10,4,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,5,5,7,1910,2002,1,1,12,15,2,0.0,3,2,0,1,0,3,6,0,6,0,264,264,1,0,1,4,768,664,0,1432,0,0,2,0,2,1,3,7,6,0,3,5,1910.0,2,2,360,4,2,2,270,0,112,0,0,0,3,0,1,0,8,2007,8,0,132000
696,741,4,3,65.0,6768,1,1,0,3,0,4,0,19,1,2,0,2,6,8,1961,1996,3,1,5,6,2,0.0,3,2,1,4,4,2,2,832,6,0,80,912,1,2,1,4,912,0,0,912,1,1,1,0,3,1,2,5,6,0,3,5,1962.0,2,1,288,4,4,2,168,0,0,0,0,0,3,0,1,0,8,2008,8,4,142000
697,742,4,3,65.0,8450,1,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,2001,1,1,11,13,1,108.0,3,3,2,2,4,3,6,0,6,0,1349,1349,1,0,1,4,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,3,1,2000.0,2,2,539,4,4,2,120,55,0,0,0,0,3,0,1,0,2,2007,8,4,179000
698,743,12,3,70.0,12886,1,1,0,3,0,4,0,19,2,2,0,7,5,6,1963,1999,1,1,5,6,2,0.0,3,3,1,2,4,0,0,444,6,0,76,520,1,0,1,4,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,5,1,1997.0,1,2,480,4,4,2,302,0,0,0,100,0,3,4,1,0,10,2009,8,4,175000
699,744,0,3,41.0,5395,1,1,0,1,0,4,0,22,2,2,4,2,8,5,1993,1993,1,1,5,6,2,0.0,2,3,2,2,4,3,2,733,6,0,604,1337,1,2,1,4,1337,0,0,1337,1,0,2,0,2,1,2,5,6,1,5,1,1993.0,1,2,462,4,4,2,96,0,70,168,0,0,3,4,1,0,10,2008,8,4,180000
700,745,9,3,0.0,8963,1,1,0,3,0,4,0,14,2,2,0,5,8,9,1976,1996,3,1,11,13,1,289.0,0,2,1,4,1,3,2,575,0,80,487,1142,1,0,1,4,1175,1540,0,2715,0,1,3,1,4,1,2,11,6,2,5,3,1994.0,0,2,831,4,4,2,0,204,0,0,0,0,3,4,1,0,5,2008,8,4,299800
701,746,9,3,0.0,8795,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,2000,1,1,11,13,2,0.0,2,3,2,2,4,3,2,300,6,0,652,952,1,0,1,4,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,5,3,2000.0,0,2,554,4,4,2,224,54,0,0,0,0,3,4,1,0,0,2009,8,4,236000
702,747,10,4,65.0,11700,1,2,0,3,0,0,0,17,2,2,0,5,7,7,1880,2003,4,1,10,12,2,0.0,2,3,4,4,0,3,6,0,6,0,1240,1240,2,4,0,4,1320,1320,0,2640,0,0,1,1,4,1,2,8,6,1,2,5,1950.0,2,4,864,4,4,0,181,0,386,0,0,0,3,4,1,0,8,2009,8,4,265979
703,748,4,3,59.0,10593,1,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,1996,3,1,11,13,1,338.0,2,3,2,2,4,3,2,919,6,0,801,1720,1,0,1,4,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,5,1,1996.0,0,2,527,4,4,2,240,56,154,0,0,0,3,4,1,0,7,2010,8,4,260400
704,749,8,3,50.0,8405,1,1,3,3,0,4,0,7,2,2,0,0,4,3,1945,1950,1,1,13,15,2,0.0,3,3,3,3,2,3,4,0,4,0,0,0,5,4,0,1,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,3,5,1945.0,2,1,240,4,4,0,92,0,185,0,0,0,3,4,1,0,0,2009,8,4,98000
705,751,9,3,0.0,7750,1,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,11,13,2,0.0,2,3,2,2,4,3,6,0,6,0,660,660,1,0,1,4,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,3,1,2003.0,0,2,400,4,4,2,0,48,0,0,0,0,3,4,1,0,1,2007,8,4,162000
706,752,4,3,79.0,9236,1,1,0,3,0,4,0,5,2,2,0,2,6,5,1997,1997,1,1,11,13,2,0.0,3,2,2,2,4,1,2,1200,6,0,279,1479,1,0,1,4,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,3,1,1997.0,1,2,576,4,4,2,168,27,0,0,0,0,3,4,1,0,5,2006,8,4,217000
707,753,9,3,80.0,10240,1,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,1,11,13,1,178.0,2,3,2,2,4,2,6,0,6,0,1030,1030,1,2,1,4,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,2,1,2005.0,1,3,878,4,4,2,192,52,0,0,0,0,3,4,1,0,7,2006,8,4,275500
708,754,4,3,61.0,7930,1,1,3,3,0,4,0,12,2,2,0,2,6,8,1969,2005,1,1,8,10,2,0.0,3,3,1,4,4,3,2,439,3,472,115,1026,1,2,1,4,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,3,5,1969.0,1,2,440,4,4,2,171,48,0,0,0,0,3,4,1,0,5,2009,8,4,156000
709,755,1,1,34.0,3230,1,2,3,3,0,4,0,21,2,2,4,5,6,5,1999,1999,1,1,7,8,1,894.0,3,3,2,2,4,3,2,381,6,0,348,729,1,2,1,4,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,3,5,1999.0,2,2,440,4,4,2,0,24,0,0,0,0,3,4,1,0,7,2009,8,4,172500
710,756,9,3,68.0,10769,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,11,13,2,0.0,2,3,2,2,4,0,2,20,6,0,846,866,1,0,1,4,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,3,1,2007.0,1,2,578,4,4,2,144,105,0,0,0,0,3,4,1,0,0,2009,8,4,212000
711,757,9,3,0.0,11616,1,1,0,3,0,1,0,19,2,2,0,5,6,5,1978,1978,3,1,5,6,0,328.0,3,3,1,4,4,2,5,438,6,0,234,672,1,4,1,4,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,5,1,1978.0,0,2,440,4,4,2,335,0,0,0,0,0,3,0,1,0,0,2010,8,0,158900
712,758,1,1,24.0,2280,1,2,3,3,0,4,0,21,2,2,3,5,7,5,1999,1999,1,1,7,8,1,360.0,3,3,2,2,4,3,0,549,6,0,195,744,1,2,1,4,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,3,5,1999.0,2,2,440,4,4,2,0,0,0,0,0,0,3,4,1,0,1,2008,8,4,179400
713,759,9,3,65.0,12257,1,1,0,3,0,4,0,15,2,2,0,5,8,5,1995,1995,1,1,11,13,1,513.0,2,3,2,2,4,0,3,56,0,64,1198,1318,1,0,1,4,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,5,1,1995.0,1,3,752,4,4,2,222,98,0,0,0,0,3,4,1,0,9,2007,8,4,290000
714,760,4,3,70.0,9100,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,3,1,12,14,2,0.0,3,3,1,4,4,3,5,612,6,0,252,864,1,0,1,4,864,0,0,864,0,0,1,0,2,1,3,5,6,0,3,5,2008.0,2,1,300,0,0,2,0,0,0,0,0,0,3,4,3,450,10,2009,8,4,127500
715,761,5,4,60.0,6911,1,1,3,3,0,2,0,3,1,2,0,2,5,5,1924,1950,1,1,12,14,2,0.0,3,3,2,4,4,2,3,405,6,0,740,1145,1,4,1,4,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,3,5,1965.0,2,2,440,4,4,2,0,0,0,0,0,0,3,4,1,0,10,2009,8,4,100000
716,762,9,1,72.0,8640,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2009,2009,1,1,11,13,2,0.0,3,3,2,2,4,2,2,24,6,0,732,756,1,0,1,4,764,783,0,1547,0,0,2,1,3,1,2,7,6,0,3,1,2009.0,2,2,614,4,4,2,169,45,0,0,0,0,3,4,1,0,6,2010,2,4,215200
717,763,9,3,82.0,9430,1,1,3,3,0,4,0,15,2,2,0,5,8,5,1999,1999,1,1,11,13,1,673.0,2,3,2,2,4,2,2,1163,6,0,89,1252,1,0,1,4,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,2,1,1999.0,1,3,856,4,4,2,0,128,0,0,180,0,3,4,1,0,5,2009,8,4,337000
718,764,0,3,30.0,9549,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,1,2,3,2,0.0,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,4,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,2,1,1995.0,0,2,481,4,4,2,0,30,0,0,216,0,3,4,1,0,0,2006,8,4,270000
719,765,4,3,75.0,14587,1,1,0,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,1,11,13,3,284.0,2,3,2,2,4,3,6,0,6,0,1498,1498,1,0,1,4,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,2,1,2008.0,0,2,592,4,4,2,0,174,0,0,0,0,3,4,1,0,1,2008,6,5,264132
720,766,9,3,80.0,10421,1,1,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,5,6,1,42.0,3,3,1,2,4,3,2,394,6,0,586,980,1,4,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,5,1,1988.0,2,2,496,4,4,2,228,66,156,0,0,0,3,2,3,500,7,2010,8,4,196500
